4082|4082|4082|3952
4084|4082|4082|3954
4086|4082|4082|3956
4088|4082|4082|3958
4082|4084|4082|3960
4084|4084|4082|3962
4086|4084|4082|3964
4088|4084|4082|3966
4082|4086|4082|3968
4084|4086|4082|3970
4086|4086|4082|3972
4088|4086|4082|3974
4082|4088|4082|3976
4084|4088|4082|3978 
4086|4088|4082|3980
4088|4088|4082|3982
4082|4082|4084|3984
4084|4082|4084|3986
4086|4082|4084|3988
4088|4082|4084|3990
4082|4084|4084|3992
4084|4084|4084|3994
4086|4084|4084|3996
4088|4084|4084|3998
4082|4086|4084|4000
4084|4086|4084|4002
4086|4086|4084|4004
4088|4086|4084|4006
4082|4088|4084|4008
4084|4088|4084|4010 
4086|4088|4084|4012
4088|4088|4084|4014
4082|4082|4086|4016
4084|4082|4086|4018
4086|4082|4086|4020
4088|4082|4086|4022
4082|4084|4086|4024
4084|4084|4086|4026
4086|4084|4086|4028
4088|4084|4086|4030
4082|4086|4086|4032
4084|4086|4086|4034
4086|4086|4086|4036
4088|4086|4086|4038
4082|4088|4086|4040
4084|4088|4086|4042 
4086|4088|4086|4044
4088|4088|4086|4046
4082|4082|4088|4048
4084|4082|4088|4050
4086|4082|4088|4052
4088|4082|4088|4054
4082|4084|4088|4056
4084|4084|4088|4058
4086|4084|4088|4060
4088|4084|4088|4062
4082|4086|4088|4064
4084|4086|4088|4066
4086|4086|4088|4068
4088|4086|4088|4070
4082|4088|4088|4072
4084|4088|4088|4074 
4086|4088|4088|4076
4088|4088|4088|4078
4090|4092|4092|4094
4090|4090|4092|4096
4090|4090|4090|4098
4092|4090|4090|4100
4092|4090|4092|4102
4090|4092|4090|4104
4092|4092|4092|4106
4092|4092|4090|4108
4090|4092|4092|4094
4090|4090|4092|4096
4090|4090|4090|4098
4092|4090|4090|4100
4092|4090|4092|4102
4090|4092|4090|4104
4092|4092|4092|4106
4092|4092|4090|4108
4120|4082|4122|4112
4120|4084|4122|4114
4120|4086|4122|4116
4120|4088|4122|4118
